Municipios;Sexo;Periodo;Total
03053 Castalla;Total;2007;9.673
03053 Castalla;Total;2006;9.331
03053 Castalla;Total;2005;8.977
03053 Castalla;Total;2004;8.532
03053 Castalla;Total;2003;8.193
03053 Castalla;Total;2002;7.940
03053 Castalla;Total;2001;7.735
03053 Castalla;Total;2000;7.631
03053 Castalla;Total;1999;7.631
03053 Castalla;Total;1998;7.583
03053 Castalla;Total;1997;""
03053 Castalla;Total;1996;7.631
03054 Castell de Castells;Total;2022;426
03054 Castell de Castells;Total;2021;425
03054 Castell de Castells;Total;2020;437
03054 Castell de Castells;Total;2019;449
03054 Castell de Castells;Total;2018;435
03054 Castell de Castells;Total;2017;436
03054 Castell de Castells;Total;2016;449
03054 Castell de Castells;Total;2015;431
03054 Castell de Castells;Total;2014;442
03054 Castell de Castells;Total;2013;483
03054 Castell de Castells;Total;2012;478
03054 Castell de Castells;Total;2011;516
03054 Castell de Castells;Total;2010;493
03054 Castell de Castells;Total;2009;508
03054 Castell de Castells;Total;2008;505
03054 Castell de Castells;Total;2007;517
03054 Castell de Castells;Total;2006;487
03054 Castell de Castells;Total;2005;482
03054 Castell de Castells;Total;2004;475
03054 Castell de Castells;Total;2003;465
03054 Castell de Castells;Total;2002;432
03054 Castell de Castells;Total;2001;449
03054 Castell de Castells;Total;2000;466
03054 Castell de Castells;Total;1999;465
03054 Castell de Castells;Total;1998;471
03054 Castell de Castells;Total;1997;""
03054 Castell de Castells;Total;1996;499
03075 Castell de Guadalest, el;Total;2022;258
03075 Castell de Guadalest, el;Total;2021;243
03075 Castell de Guadalest, el;Total;2020;224
03075 Castell de Guadalest, el;Total;2019;217
03075 Castell de Guadalest, el;Total;2018;209
03075 Castell de Guadalest, el;Total;2017;205
03075 Castell de Guadalest, el;Total;2016;220
03075 Castell de Guadalest, el;Total;2015;224
03075 Castell de Guadalest, el;Total;2014;226
03075 Castell de Guadalest, el;Total;2013;236
03075 Castell de Guadalest, el;Total;2012;238
03075 Castell de Guadalest, el;Total;2011;240
03075 Castell de Guadalest, el;Total;2010;246
03075 Castell de Guadalest, el;Total;2009;231
03075 Castell de Guadalest, el;Total;2008;217
03075 Castell de Guadalest, el;Total;2007;215
03075 Castell de Guadalest, el;Total;2006;204
03075 Castell de Guadalest, el;Total;2005;207
03075 Castell de Guadalest, el;Total;2004;204
03075 Castell de Guadalest, el;Total;2003;194
03075 Castell de Guadalest, el;Total;2002;189
03075 Castell de Guadalest, el;Total;2001;192
03075 Castell de Guadalest, el;Total;2000;181
03075 Castell de Guadalest, el;Total;1999;176
03075 Castell de Guadalest, el;Total;1998;177
03075 Castell de Guadalest, el;Total;1997;""
03075 Castell de Guadalest, el;Total;1996;169
03055 Catral;Total;2022;8.976
03055 Catral;Total;2021;8.880
03055 Catral;Total;2020;8.898
03055 Catral;Total;2019;8.639
03055 Catral;Total;2018;8.631
03055 Catral;Total;2017;8.620
03055 Catral;Total;2016;8.551
03055 Catral;Total;2015;8.690
03055 Catral;Total;2014;8.663
03055 Catral;Total;2013;8.648
03055 Catral;Total;2012;9.083
03055 Catral;Total;2011;9.092
03055 Catral;Total;2010;8.926
03055 Catral;Total;2009;8.745
03055 Catral;Total;2008;8.629
03055 Catral;Total;2007;8.105
03055 Catral;Total;2006;7.530
03055 Catral;Total;2005;6.642
03055 Catral;Total;2004;5.884
03055 Catral;Total;2003;5.596
03055 Catral;Total;2002;5.380
03055 Catral;Total;2001;5.146
03055 Catral;Total;2000;5.012
03055 Catral;Total;1999;4.979
03055 Catral;Total;1998;4.894
03055 Catral;Total;1997;""
03055 Catral;Total;1996;4.881
03056 Cocentaina;Total;2022;11.298
03056 Cocentaina;Total;2021;11.451
03056 Cocentaina;Total;2020;11.520
03056 Cocentaina;Total;2019;11.511
03056 Cocentaina;Total;2018;11.456
03056 Cocentaina;Total;2017;11.461
03056 Cocentaina;Total;2016;11.432
03056 Cocentaina;Total;2015;11.406
03056 Cocentaina;Total;2014;11.519
03056 Cocentaina;Total;2013;11.558
03056 Cocentaina;Total;2012;11.591
03056 Cocentaina;Total;2011;11.601
03056 Cocentaina;Total;2010;11.534
03056 Cocentaina;Total;2009;11.467
03056 Cocentaina;Total;2008;11.383
03056 Cocentaina;Total;2007;11.209
03056 Cocentaina;Total;2006;11.143
03056 Cocentaina;Total;2005;10.992
03056 Cocentaina;Total;2004;10.907
03056 Cocentaina;Total;2003;10.673
03056 Cocentaina;Total;2002;10.567
03056 Cocentaina;Total;2001;10.496
03056 Cocentaina;Total;2000;10.468
03056 Cocentaina;Total;1999;10.572
03056 Cocentaina;Total;1998;10.572
03056 Cocentaina;Total;1997;""
03056 Cocentaina;Total;1996;10.737
03057 Confrides;Total;2022;282
03057 Confrides;Total;2021;271
03057 Confrides;Total;2020;261
03057 Confrides;Total;2019;187
03057 Confrides;Total;2018;208
03057 Confrides;Total;2017;221
03057 Confrides;Total;2016;207
03057 Confrides;Total;2015;208
03057 Confrides;Total;2014;232
03057 Confrides;Total;2013;243
03057 Confrides;Total;2012;283
03057 Confrides;Total;2011;315
03057 Confrides;Total;2010;276
03057 Confrides;Total;2009;299
03057 Confrides;Total;2008;279
03057 Confrides;Total;2007;303
03057 Confrides;Total;2006;256
03057 Confrides;Total;2005;286
03057 Confrides;Total;2004;301
03057 Confrides;Total;2003;325
03057 Confrides;Total;2002;287
03057 Confrides;Total;2001;306
03057 Confrides;Total;2000;325
03057 Confrides;Total;1999;309
03057 Confrides;Total;1998;283
03057 Confrides;Total;1997;""
03057 Confrides;Total;1996;300
03058 Cox;Total;2022;7.431
03058 Cox;Total;2021;7.427
03058 Cox;Total;2020;7.386
03058 Cox;Total;2019;7.297
03058 Cox;Total;2018;7.226
03058 Cox;Total;2017;7.192
03058 Cox;Total;2016;7.193
03058 Cox;Total;2015;7.229
03058 Cox;Total;2014;7.188
03058 Cox;Total;2013;7.135
03058 Cox;Total;2012;7.077
03058 Cox;Total;2011;7.029
03058 Cox;Total;2010;6.957
03058 Cox;Total;2009;6.826
03058 Cox;Total;2008;6.642
03058 Cox;Total;2007;6.414
03058 Cox;Total;2006;6.464
03058 Cox;Total;2005;6.477
03058 Cox;Total;2004;6.377
03058 Cox;Total;2003;6.355
03058 Cox;Total;2002;6.240
03058 Cox;Total;2001;5.946
03058 Cox;Total;2000;5.825
03058 Cox;Total;1999;5.806
03058 Cox;Total;1998;5.794
03058 Cox;Total;1997;""
03058 Cox;Total;1996;5.750
03059 Crevillent;Total;2022;29.881
03059 Crevillent;Total;2021;29.717
03059 Crevillent;Total;2020;29.536
03059 Crevillent;Total;2019;28.952
03059 Crevillent;Total;2018;28.957
03059 Crevillent;Total;2017;28.836
03059 Crevillent;Total;2016;28.691
03059 Crevillent;Total;2015;28.465
03059 Crevillent;Total;2014;28.328
03059 Crevillent;Total;2013;28.382
03059 Crevillent;Total;2012;28.439
03059 Crevillent;Total;2011;28.362
03059 Crevillent;Total;2010;28.738
03059 Crevillent;Total;2009;28.609
03059 Crevillent;Total;2008;28.432
03059 Crevillent;Total;2007;28.172
03059 Crevillent;Total;2006;27.815
03059 Crevillent;Total;2005;27.323
03059 Crevillent;Total;2004;26.632
03059 Crevillent;Total;2003;26.260
03059 Crevillent;Total;2002;25.654
03059 Crevillent;Total;2001;25.101
03059 Crevillent;Total;2000;24.690
03059 Crevillent;Total;1999;24.408
03059 Crevillent;Total;1998;23.945
03059 Crevillent;Total;1997;""
03059 Crevillent;Total;1996;23.781
03061 Daya Nueva;Total;2022;1.758
03061 Daya Nueva;Total;2021;1.757
03061 Daya Nueva;Total;2020;1.733
03061 Daya Nueva;Total;2019;1.737
03061 Daya Nueva;Total;2018;1.718
03061 Daya Nueva;Total;2017;1.684
03061 Daya Nueva;Total;2016;1.750
03061 Daya Nueva;Total;2015;1.732
03061 Daya Nueva;Total;2014;1.765
03061 Daya Nueva;Total;2013;1.956
03061 Daya Nueva;Total;2012;1.996
03061 Daya Nueva;Total;2011;1.988
03061 Daya Nueva;Total;2010;1.938
03061 Daya Nueva;Total;2009;1.942
03061 Daya Nueva;Total;2008;1.903
03061 Daya Nueva;Total;2007;1.761
03061 Daya Nueva;Total;2006;1.676
03061 Daya Nueva;Total;2005;1.562
03061 Daya Nueva;Total;2004;1.390
03061 Daya Nueva;Total;2003;1.272
03061 Daya Nueva;Total;2002;1.257
03061 Daya Nueva;Total;2001;1.175
03061 Daya Nueva;Total;2000;1.193
03061 Daya Nueva;Total;1999;1.139
03061 Daya Nueva;Total;1998;1.142
03061 Daya Nueva;Total;1997;""
03061 Daya Nueva;Total;1996;1.189
03062 Daya Vieja;Total;2022;683
03062 Daya Vieja;Total;2021;707
03062 Daya Vieja;Total;2020;731
03062 Daya Vieja;Total;2019;690
03062 Daya Vieja;Total;2018;685
03062 Daya Vieja;Total;2017;713
03062 Daya Vieja;Total;2016;672
03062 Daya Vieja;Total;2015;668
03062 Daya Vieja;Total;2014;681
03062 Daya Vieja;Total;2013;770
03062 Daya Vieja;Total;2012;758
03062 Daya Vieja;Total;2011;726
03062 Daya Vieja;Total;2010;696
03062 Daya Vieja;Total;2009;674
03062 Daya Vieja;Total;2008;598
03062 Daya Vieja;Total;2007;459
03062 Daya Vieja;Total;2006;354
03062 Daya Vieja;Total;2005;336
03062 Daya Vieja;Total;2004;261
03062 Daya Vieja;Total;2003;222
03062 Daya Vieja;Total;2002;204
03062 Daya Vieja;Total;2001;198
03062 Daya Vieja;Total;2000;190
03062 Daya Vieja;Total;1999;163
03062 Daya Vieja;Total;1998;168
03062 Daya Vieja;Total;1997;""
03062 Daya Vieja;Total;1996;183
03063 Dénia;Total;2022;43.899
03063 Dénia;Total;2021;42.953
03063 Dénia;Total;2020;42.827
03063 Dénia;Total;2019;42.166
03063 Dénia;Total;2018;41.733
03063 Dénia;Total;2017;41.568
03063 Dénia;Total;2016;41.465
03063 Dénia;Total;2015;41.553
03063 Dénia;Total;2014;41.672
03063 Dénia;Total;2013;44.450
03063 Dénia;Total;2012;44.455
03063 Dénia;Total;2011;44.726
03063 Dénia;Total;2010;44.498
03063 Dénia;Total;2009;44.464
03063 Dénia;Total;2008;44.035
03063 Dénia;Total;2007;42.704
03063 Dénia;Total;2006;41.591
03063 Dénia;Total;2005;40.601
03063 Dénia;Total;2004;38.584
03063 Dénia;Total;2003;37.773
03063 Dénia;Total;2002;34.686
03063 Dénia;Total;2001;32.332
03063 Dénia;Total;2000;30.693
03063 Dénia;Total;1999;29.585
03063 Dénia;Total;1998;28.629
03063 Dénia;Total;1997;""
03063 Dénia;Total;1996;27.469
03064 Dolores;Total;2022;7.799
03064 Dolores;Total;2021;7.620
03064 Dolores;Total;2020;7.531
03064 Dolores;Total;2019;7.470
03064 Dolores;Total;2018;7.383
03064 Dolores;Total;2017;7.302
03064 Dolores;Total;2016;7.264
03064 Dolores;Total;2015;7.246
03064 Dolores;Total;2014;7.237
03064 Dolores;Total;2013;7.314
03064 Dolores;Total;2012;7.362
03064 Dolores;Total;2011;7.398
03064 Dolores;Total;2010;7.392
03064 Dolores;Total;2009;7.427
03064 Dolores;Total;2008;7.313
03064 Dolores;Total;2007;6.954
03064 Dolores;Total;2006;6.786
03064 Dolores;Total;2005;7.095
03064 Dolores;Total;2004;6.863
03064 Dolores;Total;2003;6.561
03064 Dolores;Total;2002;6.397
03064 Dolores;Total;2001;6.308
03064 Dolores;Total;2000;6.276
03064 Dolores;Total;1999;6.239
03064 Dolores;Total;1998;6.144
03064 Dolores;Total;1997;""
03064 Dolores;Total;1996;6.127
03065 Elche/Elx;Total;2022;235.580
03065 Elche/Elx;Total;2021;234.205
03065 Elche/Elx;Total;2020;234.765
03065 Elche/Elx;Total;2019;232.517
03065 Elche/Elx;Total;2018;230.625
03065 Elche/Elx;Total;2017;228.675
03065 Elche/Elx;Total;2016;227.659
03065 Elche/Elx;Total;2015;227.312
03065 Elche/Elx;Total;2014;228.647
03065 Elche/Elx;Total;2013;230.224
03065 Elche/Elx;Total;2012;230.587
03065 Elche/Elx;Total;2011;230.354
03065 Elche/Elx;Total;2010;230.822
03065 Elche/Elx;Total;2009;230.112
03065 Elche/Elx;Total;2008;228.348
03065 Elche/Elx;Total;2007;222.422
03065 Elche/Elx;Total;2006;219.032
03065 Elche/Elx;Total;2005;215.137
03065 Elche/Elx;Total;2004;209.439
03065 Elche/Elx;Total;2003;207.163
03065 Elche/Elx;Total;2002;201.731
03065 Elche/Elx;Total;2001;198.190
03065 Elche/Elx;Total;2000;195.791
03065 Elche/Elx;Total;1999;193.174
03065 Elche/Elx;Total;1998;191.713
03065 Elche/Elx;Total;1997;""
03065 Elche/Elx;Total;1996;191.660
03066 Elda;Total;2022;52.297
03066 Elda;Total;2021;52.551
03066 Elda;Total;2020;52.813
03066 Elda;Total;2019;52.618
03066 Elda;Total;2018;52.404
03066 Elda;Total;2017;52.620
03066 Elda;Total;2016;52.745
03066 Elda;Total;2015;53.248
03066 Elda;Total;2014;53.540
03066 Elda;Total;2013;54.056
03066 Elda;Total;2012;54.536
03066 Elda;Total;2011;54.610
03066 Elda;Total;2010;54.815
03066 Elda;Total;2009;55.168
03066 Elda;Total;2008;55.174
03066 Elda;Total;2007;55.289
03066 Elda;Total;2006;55.138
03066 Elda;Total;2005;55.571
03066 Elda;Total;2004;55.576
03066 Elda;Total;2003;54.086
03066 Elda;Total;2002;53.103
03066 Elda;Total;2001;51.816
03066 Elda;Total;2000;51.501
03066 Elda;Total;1999;51.228
03066 Elda;Total;1998;52.490
03066 Elda;Total;1997;""
03066 Elda;Total;1996;52.751
03067 Fageca;Total;2022;104
03067 Fageca;Total;2021;105
03067 Fageca;Total;2020;107
03067 Fageca;Total;2019;106
03067 Fageca;Total;2018;101
03067 Fageca;Total;2017;101
03067 Fageca;Total;2016;107
03067 Fageca;Total;2015;103
03067 Fageca;Total;2014;104
03067 Fageca;Total;2013;101
03067 Fageca;Total;2012;104
03067 Fageca;Total;2011;108
03067 Fageca;Total;2010;107
03067 Fageca;Total;2009;106
03067 Fageca;Total;2008;108
03067 Fageca;Total;2007;119
03067 Fageca;Total;2006;93
03067 Fageca;Total;2005;98
03067 Fageca;Total;2004;103
03067 Fageca;Total;2003;112
03067 Fageca;Total;2002;111
03067 Fageca;Total;2001;130
03067 Fageca;Total;2000;134
03067 Fageca;Total;1999;123
03067 Fageca;Total;1998;121
03067 Fageca;Total;1997;""
03067 Fageca;Total;1996;125
03068 Famorca;Total;2022;48
03068 Famorca;Total;2021;45
03068 Famorca;Total;2020;45
03068 Famorca;Total;2019;47
03068 Famorca;Total;2018;53
03068 Famorca;Total;2017;57
03068 Famorca;Total;2016;58
03068 Famorca;Total;2015;52
03068 Famorca;Total;2014;52
03068 Famorca;Total;2013;51
03068 Famorca;Total;2012;59
03068 Famorca;Total;2011;62
03068 Famorca;Total;2010;38
03068 Famorca;Total;2009;44
03068 Famorca;Total;2008;48
03068 Famorca;Total;2007;53
03068 Famorca;Total;2006;54
03068 Famorca;Total;2005;63
03068 Famorca;Total;2004;65
03068 Famorca;Total;2003;71
03068 Famorca;Total;2002;61
03068 Famorca;Total;2001;61
03068 Famorca;Total;2000;63
03068 Famorca;Total;1999;65
03068 Famorca;Total;1998;66
03068 Famorca;Total;1997;""
03068 Famorca;Total;1996;73
03069 Finestrat;Total;2022;7.909
03069 Finestrat;Total;2021;7.402
03069 Finestrat;Total;2020;7.103
03069 Finestrat;Total;2019;6.715
03069 Finestrat;Total;2018;6.381
03069 Finestrat;Total;2017;6.292
03069 Finestrat;Total;2016;6.090
03069 Finestrat;Total;2015;6.239
03069 Finestrat;Total;2014;6.265
03069 Finestrat;Total;2013;7.095
03069 Finestrat;Total;2012;6.932
03069 Finestrat;Total;2011;6.807
03069 Finestrat;Total;2010;6.386
03069 Finestrat;Total;2009;6.137
03069 Finestrat;Total;2008;5.844
03069 Finestrat;Total;2007;4.945
03069 Finestrat;Total;2006;4.172
03069 Finestrat;Total;2005;3.797
03069 Finestrat;Total;2004;3.377
03069 Finestrat;Total;2003;2.858
03069 Finestrat;Total;2002;2.550
03069 Finestrat;Total;2001;2.333
03069 Finestrat;Total;2000;2.169
03069 Finestrat;Total;1999;1.954
03069 Finestrat;Total;1998;1.735
03069 Finestrat;Total;1997;""
03069 Finestrat;Total;1996;1.504
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2022;2.684
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2021;2.634
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2020;2.606
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2019;2.544
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2018;2.474
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2017;2.436
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2016;2.493
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2015;2.583
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2014;2.632
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2013;3.041
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2012;3.037
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2011;3.010
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2010;2.948
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2009;2.862
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2008;2.730
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2007;2.501
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2006;2.312
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2005;2.162
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2004;1.936
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2003;1.770
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2002;1.713
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2001;1.679
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;2000;1.611
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;1999;1.604
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;1998;1.563
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;1997;""
03077 Fondó de les Neus, el/Hondón de las Nieves;Total;1996;1.587
03070 Formentera del Segura;Total;2022;4.446
03070 Formentera del Segura;Total;2021;4.337
03070 Formentera del Segura;Total;2020;4.268
03070 Formentera del Segura;Total;2019;4.191
03070 Formentera del Segura;Total;2018;4.131
03070 Formentera del Segura;Total;2017;4.064
03070 Formentera del Segura;Total;2016;3.995
03070 Formentera del Segura;Total;2015;4.206
03070 Formentera del Segura;Total;2014;4.211
03070 Formentera del Segura;Total;2013;4.629
03070 Formentera del Segura;Total;2012;4.559
03070 Formentera del Segura;Total;2011;4.389
03070 Formentera del Segura;Total;2010;4.364
03070 Formentera del Segura;Total;2009;4.285
03070 Formentera del Segura;Total;2008;4.118
03070 Formentera del Segura;Total;2007;3.518
03070 Formentera del Segura;Total;2006;3.173
03070 Formentera del Segura;Total;2005;2.898
03070 Formentera del Segura;Total;2004;2.588
03070 Formentera del Segura;Total;2003;2.403
03070 Formentera del Segura;Total;2002;2.255
03070 Formentera del Segura;Total;2001;2.176
03070 Formentera del Segura;Total;2000;2.093
03070 Formentera del Segura;Total;1999;2.111
03070 Formentera del Segura;Total;1998;2.032
03070 Formentera del Segura;Total;1997;""
03070 Formentera del Segura;Total;1996;2.112
03072 Gaianes;Total;2022;548
03072 Gaianes;Total;2021;505
03072 Gaianes;Total;2020;479
03072 Gaianes;Total;2019;452
03072 Gaianes;Total;2018;471
03072 Gaianes;Total;2017;448
03072 Gaianes;Total;2016;452
03072 Gaianes;Total;2015;457
03072 Gaianes;Total;2014;449
03072 Gaianes;Total;2013;446
03072 Gaianes;Total;2012;445
03072 Gaianes;Total;2011;442
03072 Gaianes;Total;2010;443
03072 Gaianes;Total;2009;378
03072 Gaianes;Total;2008;380
03072 Gaianes;Total;2007;376
03072 Gaianes;Total;2006;347
03072 Gaianes;Total;2005;340
03072 Gaianes;Total;2004;344
03072 Gaianes;Total;2003;329
03072 Gaianes;Total;2002;317
03072 Gaianes;Total;2001;316
03072 Gaianes;Total;2000;298
03072 Gaianes;Total;1999;291
03072 Gaianes;Total;1998;301
03072 Gaianes;Total;1997;""
03072 Gaianes;Total;1996;314
03071 Gata de Gorgos;Total;2022;6.364
03071 Gata de Gorgos;Total;2021;6.223
03071 Gata de Gorgos;Total;2020;6.243
03071 Gata de Gorgos;Total;2019;6.049
03071 Gata de Gorgos;Total;2018;5.893
03071 Gata de Gorgos;Total;2017;5.804
03071 Gata de Gorgos;Total;2016;5.825
03071 Gata de Gorgos;Total;2015;5.885
03071 Gata de Gorgos;Total;2014;5.985
03071 Gata de Gorgos;Total;2013;6.270
03071 Gata de Gorgos;Total;2012;6.327
03071 Gata de Gorgos;Total;2011;6.283
03071 Gata de Gorgos;Total;2010;6.292
03071 Gata de Gorgos;Total;2009;6.291
03071 Gata de Gorgos;Total;2008;6.195
03071 Gata de Gorgos;Total;2007;5.969
03071 Gata de Gorgos;Total;2006;5.551
03071 Gata de Gorgos;Total;2005;5.375
03071 Gata de Gorgos;Total;2004;5.212
03071 Gata de Gorgos;Total;2003;5.120
03071 Gata de Gorgos;Total;2002;5.106
03071 Gata de Gorgos;Total;2001;4.971
03071 Gata de Gorgos;Total;2000;5.032
03071 Gata de Gorgos;Total;1999;5.003
03071 Gata de Gorgos;Total;1998;5.008
03071 Gata de Gorgos;Total;1997;""
03071 Gata de Gorgos;Total;1996;5.070
03073 Gorga;Total;2022;270
03073 Gorga;Total;2021;261
03073 Gorga;Total;2020;241
03073 Gorga;Total;2019;249
03073 Gorga;Total;2018;258
03073 Gorga;Total;2017;273
03073 Gorga;Total;2016;267
03073 Gorga;Total;2015;275
03073 Gorga;Total;2014;274
03073 Gorga;Total;2013;264
03073 Gorga;Total;2012;261
03073 Gorga;Total;2011;254
03073 Gorga;Total;2010;256
03073 Gorga;Total;2009;232
03073 Gorga;Total;2008;235
03073 Gorga;Total;2007;248
03073 Gorga;Total;2006;250
03073 Gorga;Total;2005;256
03073 Gorga;Total;2004;261
03073 Gorga;Total;2003;252
03073 Gorga;Total;2002;259
03073 Gorga;Total;2001;276
03073 Gorga;Total;2000;265
03073 Gorga;Total;1999;257
03073 Gorga;Total;1998;258
03073 Gorga;Total;1997;""
03073 Gorga;Total;1996;270
03074 Granja de Rocamora;Total;2022;2.626
03074 Granja de Rocamora;Total;2021;2.609
03074 Granja de Rocamora;Total;2020;2.591
03074 Granja de Rocamora;Total;2019;2.580
03074 Granja de Rocamora;Total;2018;2.489
03074 Granja de Rocamora;Total;2017;2.469
03074 Granja de Rocamora;Total;2016;2.461
03074 Granja de Rocamora;Total;2015;2.425
03074 Granja de Rocamora;Total;2014;2.417
03074 Granja de Rocamora;Total;2013;2.437
03074 Granja de Rocamora;Total;2012;2.461
03074 Granja de Rocamora;Total;2011;2.463
03074 Granja de Rocamora;Total;2010;2.372
03074 Granja de Rocamora;Total;2009;2.362
03074 Granja de Rocamora;Total;2008;2.323
03074 Granja de Rocamora;Total;2007;2.271
03074 Granja de Rocamora;Total;2006;2.093
03074 Granja de Rocamora;Total;2005;2.099
03074 Granja de Rocamora;Total;2004;2.066
03074 Granja de Rocamora;Total;2003;2.039
03074 Granja de Rocamora;Total;2002;2.089
03074 Granja de Rocamora;Total;2001;1.902
03074 Granja de Rocamora;Total;2000;1.963
03074 Granja de Rocamora;Total;1999;1.962
03074 Granja de Rocamora;Total;1998;2.071
03074 Granja de Rocamora;Total;1997;""
03074 Granja de Rocamora;Total;1996;2.076
03076 Guardamar del Segura;Total;2022;16.138
03076 Guardamar del Segura;Total;2021;15.983
03076 Guardamar del Segura;Total;2020;15.849
03076 Guardamar del Segura;Total;2019;15.348
03076 Guardamar del Segura;Total;2018;15.058
03076 Guardamar del Segura;Total;2017;14.716
03076 Guardamar del Segura;Total;2016;15.386
03076 Guardamar del Segura;Total;2015;15.589
03076 Guardamar del Segura;Total;2014;15.599
03076 Guardamar del Segura;Total;2013;16.957
03076 Guardamar del Segura;Total;2012;17.138
03076 Guardamar del Segura;Total;2011;16.863
03076 Guardamar del Segura;Total;2010;16.423
03076 Guardamar del Segura;Total;2009;16.329
03076 Guardamar del Segura;Total;2008;15.951
03076 Guardamar del Segura;Total;2007;15.132
03076 Guardamar del Segura;Total;2006;14.261
03076 Guardamar del Segura;Total;2005;13.122
03076 Guardamar del Segura;Total;2004;12.215
03076 Guardamar del Segura;Total;2003;11.587
03076 Guardamar del Segura;Total;2002;10.732
03076 Guardamar del Segura;Total;2001;9.944
03076 Guardamar del Segura;Total;2000;9.326
03076 Guardamar del Segura;Total;1999;8.845
03076 Guardamar del Segura;Total;1998;8.490
03076 Guardamar del Segura;Total;1997;""
03076 Guardamar del Segura;Total;1996;8.227
03078 Hondón de los Frailes;Total;2022;1.261
03078 Hondón de los Frailes;Total;2021;1.299
03078 Hondón de los Frailes;Total;2020;1.242
03078 Hondón de los Frailes;Total;2019;1.198
03078 Hondón de los Frailes;Total;2018;1.132
03078 Hondón de los Frailes;Total;2017;1.102
03078 Hondón de los Frailes;Total;2016;1.165
03078 Hondón de los Frailes;Total;2015;1.160
03078 Hondón de los Frailes;Total;2014;1.095
03078 Hondón de los Frailes;Total;2013;1.217
03078 Hondón de los Frailes;Total;2012;1.238
03078 Hondón de los Frailes;Total;2011;1.217
03078 Hondón de los Frailes;Total;2010;1.202
03078 Hondón de los Frailes;Total;2009;1.214
03078 Hondón de los Frailes;Total;2008;1.205
03078 Hondón de los Frailes;Total;2007;1.231
03078 Hondón de los Frailes;Total;2006;1.109
03078 Hondón de los Frailes;Total;2005;1.023
03078 Hondón de los Frailes;Total;2004;883
03078 Hondón de los Frailes;Total;2003;709
03078 Hondón de los Frailes;Total;2002;634
03078 Hondón de los Frailes;Total;2001;586
03078 Hondón de los Frailes;Total;2000;563
03078 Hondón de los Frailes;Total;1999;553
03078 Hondón de los Frailes;Total;1998;562
03078 Hondón de los Frailes;Total;1997;""
03078 Hondón de los Frailes;Total;1996;550
03079 Ibi;Total;2022;23.677
03079 Ibi;Total;2021;23.652
03079 Ibi;Total;2020;23.564
03079 Ibi;Total;2019;23.489
03079 Ibi;Total;2018;23.403
03079 Ibi;Total;2017;23.423
03079 Ibi;Total;2016;23.365
03079 Ibi;Total;2015;23.321
03079 Ibi;Total;2014;23.456
03079 Ibi;Total;2013;23.634
03079 Ibi;Total;2012;23.616
03079 Ibi;Total;2011;23.683
03079 Ibi;Total;2010;23.861
03079 Ibi;Total;2009;24.113
03079 Ibi;Total;2008;24.093
03079 Ibi;Total;2007;23.609
03079 Ibi;Total;2006;23.360
03079 Ibi;Total;2005;23.059
03079 Ibi;Total;2004;22.967
03079 Ibi;Total;2003;22.744
03079 Ibi;Total;2002;22.140
03079 Ibi;Total;2001;21.616
03079 Ibi;Total;2000;21.293
03079 Ibi;Total;1999;21.180
03079 Ibi;Total;1998;21.075
03079 Ibi;Total;1997;""
03079 Ibi;Total;1996;21.076
03080 Jacarilla;Total;2022;2.039
03080 Jacarilla;Total;2021;2.030
03080 Jacarilla;Total;2020;1.998
03080 Jacarilla;Total;2019;2.022
03080 Jacarilla;Total;2018;1.986
03080 Jacarilla;Total;2017;1.953
03080 Jacarilla;Total;2016;1.939
03080 Jacarilla;Total;2015;1.930
03080 Jacarilla;Total;2014;1.947
03080 Jacarilla;Total;2013;2.038
03080 Jacarilla;Total;2012;2.076
03080 Jacarilla;Total;2011;2.102
03080 Jacarilla;Total;2010;2.100
03080 Jacarilla;Total;2009;2.096
03080 Jacarilla;Total;2008;2.088
03080 Jacarilla;Total;2007;1.957
03080 Jacarilla;Total;2006;1.813
03080 Jacarilla;Total;2005;1.776
