Municipios;Sexo;Periodo;Total
03132 Torremanzanas/Torre de les Maçanes, la;Total;2010;788
03132 Torremanzanas/Torre de les Maçanes, la;Total;2009;742
03132 Torremanzanas/Torre de les Maçanes, la;Total;2008;758
03132 Torremanzanas/Torre de les Maçanes, la;Total;2007;745
03132 Torremanzanas/Torre de les Maçanes, la;Total;2006;733
03132 Torremanzanas/Torre de les Maçanes, la;Total;2005;727
03132 Torremanzanas/Torre de les Maçanes, la;Total;2004;717
03132 Torremanzanas/Torre de les Maçanes, la;Total;2003;709
03132 Torremanzanas/Torre de les Maçanes, la;Total;2002;695
03132 Torremanzanas/Torre de les Maçanes, la;Total;2001;703
03132 Torremanzanas/Torre de les Maçanes, la;Total;2000;720
03132 Torremanzanas/Torre de les Maçanes, la;Total;1999;724
03132 Torremanzanas/Torre de les Maçanes, la;Total;1998;727
03132 Torremanzanas/Torre de les Maçanes, la;Total;1997;""
03132 Torremanzanas/Torre de les Maçanes, la;Total;1996;749
03133 Torrevieja;Total;2022;83.547
03133 Torrevieja;Total;2021;82.842
03133 Torrevieja;Total;2020;84.667
03133 Torrevieja;Total;2019;83.337
03133 Torrevieja;Total;2018;82.599
03133 Torrevieja;Total;2017;83.252
03133 Torrevieja;Total;2016;84.213
03133 Torrevieja;Total;2015;88.447
03133 Torrevieja;Total;2014;91.415
03133 Torrevieja;Total;2013;105.205
03133 Torrevieja;Total;2012;103.720
03133 Torrevieja;Total;2011;102.136
03133 Torrevieja;Total;2010;101.091
03133 Torrevieja;Total;2009;101.792
03133 Torrevieja;Total;2008;101.381
03133 Torrevieja;Total;2007;94.006
03133 Torrevieja;Total;2006;92.034
03133 Torrevieja;Total;2005;84.348
03133 Torrevieja;Total;2004;75.530
03133 Torrevieja;Total;2003;77.943
03133 Torrevieja;Total;2002;69.763
03133 Torrevieja;Total;2001;58.828
03133 Torrevieja;Total;2000;50.189
03133 Torrevieja;Total;1999;42.278
03133 Torrevieja;Total;1998;38.336
03133 Torrevieja;Total;1997;""
03133 Torrevieja;Total;1996;35.998
03134 Vall d'Alcalà, la;Total;2022;164
03134 Vall d'Alcalà, la;Total;2021;163
03134 Vall d'Alcalà, la;Total;2020;160
03134 Vall d'Alcalà, la;Total;2019;167
03134 Vall d'Alcalà, la;Total;2018;164
03134 Vall d'Alcalà, la;Total;2017;168
03134 Vall d'Alcalà, la;Total;2016;171
03134 Vall d'Alcalà, la;Total;2015;169
03134 Vall d'Alcalà, la;Total;2014;175
03134 Vall d'Alcalà, la;Total;2013;177
03134 Vall d'Alcalà, la;Total;2012;175
03134 Vall d'Alcalà, la;Total;2011;187
03134 Vall d'Alcalà, la;Total;2010;185
03134 Vall d'Alcalà, la;Total;2009;192
03134 Vall d'Alcalà, la;Total;2008;186
03134 Vall d'Alcalà, la;Total;2007;191
03134 Vall d'Alcalà, la;Total;2006;179
03134 Vall d'Alcalà, la;Total;2005;167
03134 Vall d'Alcalà, la;Total;2004;167
03134 Vall d'Alcalà, la;Total;2003;176
03134 Vall d'Alcalà, la;Total;2002;170
03134 Vall d'Alcalà, la;Total;2001;175
03134 Vall d'Alcalà, la;Total;2000;181
03134 Vall d'Alcalà, la;Total;1999;179
03134 Vall d'Alcalà, la;Total;1998;176
03134 Vall d'Alcalà, la;Total;1997;""
03134 Vall d'Alcalà, la;Total;1996;186
03136 Vall de Gallinera, la;Total;2022;579
03136 Vall de Gallinera, la;Total;2021;557
03136 Vall de Gallinera, la;Total;2020;527
03136 Vall de Gallinera, la;Total;2019;571
03136 Vall de Gallinera, la;Total;2018;589
03136 Vall de Gallinera, la;Total;2017;594
03136 Vall de Gallinera, la;Total;2016;582
03136 Vall de Gallinera, la;Total;2015;609
03136 Vall de Gallinera, la;Total;2014;595
03136 Vall de Gallinera, la;Total;2013;609
03136 Vall de Gallinera, la;Total;2012;676
03136 Vall de Gallinera, la;Total;2011;694
03136 Vall de Gallinera, la;Total;2010;662
03136 Vall de Gallinera, la;Total;2009;664
03136 Vall de Gallinera, la;Total;2008;671
03136 Vall de Gallinera, la;Total;2007;672
03136 Vall de Gallinera, la;Total;2006;623
03136 Vall de Gallinera, la;Total;2005;622
03136 Vall de Gallinera, la;Total;2004;590
03136 Vall de Gallinera, la;Total;2003;595
03136 Vall de Gallinera, la;Total;2002;578
03136 Vall de Gallinera, la;Total;2001;578
03136 Vall de Gallinera, la;Total;2000;578
03136 Vall de Gallinera, la;Total;1999;596
03136 Vall de Gallinera, la;Total;1998;614
03136 Vall de Gallinera, la;Total;1997;""
03136 Vall de Gallinera, la;Total;1996;682
03137 Vall de Laguar, la;Total;2022;890
03137 Vall de Laguar, la;Total;2021;843
03137 Vall de Laguar, la;Total;2020;827
03137 Vall de Laguar, la;Total;2019;846
03137 Vall de Laguar, la;Total;2018;820
03137 Vall de Laguar, la;Total;2017;825
03137 Vall de Laguar, la;Total;2016;801
03137 Vall de Laguar, la;Total;2015;826
03137 Vall de Laguar, la;Total;2014;872
03137 Vall de Laguar, la;Total;2013;942
03137 Vall de Laguar, la;Total;2012;959
03137 Vall de Laguar, la;Total;2011;961
03137 Vall de Laguar, la;Total;2010;981
03137 Vall de Laguar, la;Total;2009;987
03137 Vall de Laguar, la;Total;2008;997
03137 Vall de Laguar, la;Total;2007;937
03137 Vall de Laguar, la;Total;2006;948
03137 Vall de Laguar, la;Total;2005;932
03137 Vall de Laguar, la;Total;2004;894
03137 Vall de Laguar, la;Total;2003;884
03137 Vall de Laguar, la;Total;2002;885
03137 Vall de Laguar, la;Total;2001;892
03137 Vall de Laguar, la;Total;2000;912
03137 Vall de Laguar, la;Total;1999;916
03137 Vall de Laguar, la;Total;1998;904
03137 Vall de Laguar, la;Total;1997;""
03137 Vall de Laguar, la;Total;1996;918
03135 Vall d'Ebo, la;Total;2022;219
03135 Vall d'Ebo, la;Total;2021;204
03135 Vall d'Ebo, la;Total;2020;218
03135 Vall d'Ebo, la;Total;2019;216
03135 Vall d'Ebo, la;Total;2018;224
03135 Vall d'Ebo, la;Total;2017;232
03135 Vall d'Ebo, la;Total;2016;243
03135 Vall d'Ebo, la;Total;2015;249
03135 Vall d'Ebo, la;Total;2014;254
03135 Vall d'Ebo, la;Total;2013;281
03135 Vall d'Ebo, la;Total;2012;286
03135 Vall d'Ebo, la;Total;2011;284
03135 Vall d'Ebo, la;Total;2010;272
03135 Vall d'Ebo, la;Total;2009;282
03135 Vall d'Ebo, la;Total;2008;299
03135 Vall d'Ebo, la;Total;2007;297
03135 Vall d'Ebo, la;Total;2006;309
03135 Vall d'Ebo, la;Total;2005;328
03135 Vall d'Ebo, la;Total;2004;336
03135 Vall d'Ebo, la;Total;2003;323
03135 Vall d'Ebo, la;Total;2002;338
03135 Vall d'Ebo, la;Total;2001;351
03135 Vall d'Ebo, la;Total;2000;355
03135 Vall d'Ebo, la;Total;1999;342
03135 Vall d'Ebo, la;Total;1998;333
03135 Vall d'Ebo, la;Total;1997;""
03135 Vall d'Ebo, la;Total;1996;343
03138 Verger, el;Total;2022;4.986
03138 Verger, el;Total;2021;4.841
03138 Verger, el;Total;2020;4.709
03138 Verger, el;Total;2019;4.640
03138 Verger, el;Total;2018;4.520
03138 Verger, el;Total;2017;4.421
03138 Verger, el;Total;2016;4.515
03138 Verger, el;Total;2015;4.627
03138 Verger, el;Total;2014;4.688
03138 Verger, el;Total;2013;4.856
03138 Verger, el;Total;2012;4.992
03138 Verger, el;Total;2011;4.899
03138 Verger, el;Total;2010;4.858
03138 Verger, el;Total;2009;4.865
03138 Verger, el;Total;2008;4.847
03138 Verger, el;Total;2007;4.688
03138 Verger, el;Total;2006;4.538
03138 Verger, el;Total;2005;4.490
03138 Verger, el;Total;2004;4.221
03138 Verger, el;Total;2003;4.071
03138 Verger, el;Total;2002;3.897
03138 Verger, el;Total;2001;3.758
03138 Verger, el;Total;2000;3.642
03138 Verger, el;Total;1999;3.610
03138 Verger, el;Total;1998;3.538
03138 Verger, el;Total;1997;""
03138 Verger, el;Total;1996;3.627
03139 Villajoyosa/Vila Joiosa, la;Total;2022;34.828
03139 Villajoyosa/Vila Joiosa, la;Total;2021;34.684
03139 Villajoyosa/Vila Joiosa, la;Total;2020;35.199
03139 Villajoyosa/Vila Joiosa, la;Total;2019;34.673
03139 Villajoyosa/Vila Joiosa, la;Total;2018;33.969
03139 Villajoyosa/Vila Joiosa, la;Total;2017;33.607
03139 Villajoyosa/Vila Joiosa, la;Total;2016;33.580
03139 Villajoyosa/Vila Joiosa, la;Total;2015;33.878
03139 Villajoyosa/Vila Joiosa, la;Total;2014;33.951
03139 Villajoyosa/Vila Joiosa, la;Total;2013;33.834
03139 Villajoyosa/Vila Joiosa, la;Total;2012;33.293
03139 Villajoyosa/Vila Joiosa, la;Total;2011;32.733
03139 Villajoyosa/Vila Joiosa, la;Total;2010;34.344
03139 Villajoyosa/Vila Joiosa, la;Total;2009;33.797
03139 Villajoyosa/Vila Joiosa, la;Total;2008;32.534
03139 Villajoyosa/Vila Joiosa, la;Total;2007;30.550
03139 Villajoyosa/Vila Joiosa, la;Total;2006;29.263
03139 Villajoyosa/Vila Joiosa, la;Total;2005;27.983
03139 Villajoyosa/Vila Joiosa, la;Total;2004;26.792
03139 Villajoyosa/Vila Joiosa, la;Total;2003;26.433
03139 Villajoyosa/Vila Joiosa, la;Total;2002;25.073
03139 Villajoyosa/Vila Joiosa, la;Total;2001;24.246
03139 Villajoyosa/Vila Joiosa, la;Total;2000;23.704
03139 Villajoyosa/Vila Joiosa, la;Total;1999;23.340
03139 Villajoyosa/Vila Joiosa, la;Total;1998;22.969
03139 Villajoyosa/Vila Joiosa, la;Total;1997;""
03139 Villajoyosa/Vila Joiosa, la;Total;1996;22.866
03140 Villena;Total;2022;33.969
03140 Villena;Total;2021;34.025
03140 Villena;Total;2020;34.155
03140 Villena;Total;2019;33.964
03140 Villena;Total;2018;33.983
03140 Villena;Total;2017;33.968
03140 Villena;Total;2016;34.163
03140 Villena;Total;2015;34.361
03140 Villena;Total;2014;34.530
03140 Villena;Total;2013;34.834
03140 Villena;Total;2012;34.894
03140 Villena;Total;2011;34.966
03140 Villena;Total;2010;34.968
03140 Villena;Total;2009;35.222
03140 Villena;Total;2008;34.928
03140 Villena;Total;2007;34.523
03140 Villena;Total;2006;34.186
03140 Villena;Total;2005;34.185
03140 Villena;Total;2004;33.889
03140 Villena;Total;2003;33.455
03140 Villena;Total;2002;32.892
03140 Villena;Total;2001;32.111
03140 Villena;Total;2000;31.760
03140 Villena;Total;1999;31.700
03140 Villena;Total;1998;31.532
03140 Villena;Total;1997;""
03140 Villena;Total;1996;31.555
03081 Xaló;Total;2022;2.931
03081 Xaló;Total;2021;2.892
03081 Xaló;Total;2020;2.868
03081 Xaló;Total;2019;2.739
03081 Xaló;Total;2018;2.683
03081 Xaló;Total;2017;2.636
03081 Xaló;Total;2016;2.648
03081 Xaló;Total;2015;2.675
03081 Xaló;Total;2014;2.793
03081 Xaló;Total;2013;3.323
03081 Xaló;Total;2012;3.301
03081 Xaló;Total;2011;3.320
03081 Xaló;Total;2010;3.269
03081 Xaló;Total;2009;3.235
03081 Xaló;Total;2008;3.189
03081 Xaló;Total;2007;3.002
03081 Xaló;Total;2006;2.946
03081 Xaló;Total;2005;2.805
03081 Xaló;Total;2004;2.400
03081 Xaló;Total;2003;2.404
03081 Xaló;Total;2002;2.307
03081 Xaló;Total;2001;2.167
03081 Xaló;Total;2000;2.086
03081 Xaló;Total;1999;2.001
03081 Xaló;Total;1998;2.032
03081 Xaló;Total;1997;""
03081 Xaló;Total;1996;2.011
